Running job on compute-0-01
Requested resources:
  - CPUs: 64
  - GPUs: 
  - Memory: 64000
Node counts to process: [70]
Removal percentages to process: [15, 20, 25, 30, 35, 40, 45, 50, 55, 60, 65, 70, 75, 80, 85]%
Number of iterations per combination: 50
Processed generated_graphs/nodes_70/removal_40percent/graph_6.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_65percent/graph_10.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_45percent/graph_42.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_65percent/graph_11.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_45percent/graph_11.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_70percent/graph_29.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_35percent/graph_17.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_10.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_20percent/graph_26.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_20.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_25percent/graph_19.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_32.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_35percent/graph_32.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_25.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_45percent/graph_14.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_70percent/graph_36.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_15percent/graph_50.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_1.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_30percent/graph_18.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_44.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_30percent/graph_15.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_50.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_31.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_31.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_15percent/graph_38.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_27.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_45percent/graph_15.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_70percent/graph_39.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_30percent/graph_26.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_30.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_44.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_37.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_38.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_34.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_35percent/graph_31.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_70percent/graph_28.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_15percent/graph_31.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_11.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_30percent/graph_2.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_9.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_20percent/graph_45.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_47.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_4.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_16.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_30percent/graph_6.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_49.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_11.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_35.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_20percent/graph_24.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_46.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_25percent/graph_47.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_48.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_20percent/graph_50.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_2.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_35percent/graph_3.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_24.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_37.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_40.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_25percent/graph_2.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_41.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_20percent/graph_14.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_45.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_46.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_13.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_50percent/graph_45.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_70percent/graph_43.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_36.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_3.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_15percent/graph_35.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_21.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_30percent/graph_13.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_6.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_25percent/graph_16.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_18.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_20percent/graph_18.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_12.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_45percent/graph_30.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_70percent/graph_14.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_35percent/graph_28.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_70percent/graph_33.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_20percent/graph_47.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_22.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_30percent/graph_29.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_5.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_20percent/graph_2.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_19.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_15percent/graph_39.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_70percent/graph_26.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_45percent/graph_48.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_55percent/graph_45.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_70percent/graph_42.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_45percent/graph_38.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_70percent/graph_17.edgelist: MIS size = 12
Processed generated_graphs/nodes_70/removal_45percent/graph_3.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_70percent/graph_15.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_35percent/graph_24.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_47.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_10.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_70percent/graph_7.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_40percent/graph_15.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_4.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_42.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_70percent/graph_8.edgelist: MIS size = 13
Processed generated_graphs/nodes_70/removal_35percent/graph_27.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_45.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_20percent/graph_31.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_75percent/graph_4.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_35percent/graph_30.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_44.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_40percent/graph_16.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_36.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_47.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_11.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_44.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_22.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_15percent/graph_34.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_75percent/graph_3.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_40percent/graph_44.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_16.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_45percent/graph_17.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_6.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_15percent/graph_22.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_44.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_75percent/graph_20.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_33.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_38.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_35percent/graph_48.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_27.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_23.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_2.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_50.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_29.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_25percent/graph_6.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_40.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_22.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_26.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_25percent/graph_27.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_12.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_36.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_14.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_35percent/graph_9.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_46.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_15percent/graph_32.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_75percent/graph_17.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_35percent/graph_12.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_39.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_46.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_1.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_20percent/graph_20.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_33.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_31.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_13.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_16.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_25.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_30.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_10.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_15percent/graph_27.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_30.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_75percent/graph_37.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_43.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_24.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_35percent/graph_19.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_7.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_38.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_35.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_40percent/graph_24.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_75percent/graph_41.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_34.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_42.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_50percent/graph_38.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_75percent/graph_49.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_25percent/graph_39.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_31.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_45percent/graph_18.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_50.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_15percent/graph_26.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_32.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_75percent/graph_19.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_12.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_18.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_50percent/graph_31.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_75percent/graph_30.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_4.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_28.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_25percent/graph_4.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_5.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_25percent/graph_7.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_15.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_30percent/graph_45.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_21.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_15percent/graph_30.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_48.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_75percent/graph_32.edgelist: MIS size = 14
Processed generated_graphs/nodes_70/removal_15percent/graph_6.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_18.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_75percent/graph_48.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_49.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_34.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_35percent/graph_13.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_75percent/graph_9.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_30percent/graph_7.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_23.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_35percent/graph_8.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_75percent/graph_43.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_25percent/graph_30.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_75percent/graph_8.edgelist: MIS size = 15
Processed generated_graphs/nodes_70/removal_35percent/graph_4.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_43.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_45percent/graph_50.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_44.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_40percent/graph_48.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_36.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_40percent/graph_11.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_35.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_45percent/graph_45.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_19.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_20percent/graph_17.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_80percent/graph_1.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_20percent/graph_27.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_80percent/graph_22.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_40percent/graph_28.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_26.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_20percent/graph_13.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_80percent/graph_28.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_35percent/graph_20.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_29.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_30percent/graph_25.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_23.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_35percent/graph_34.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_4.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_40percent/graph_42.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_30.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_20percent/graph_29.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_14.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_35percent/graph_23.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_11.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_40percent/graph_38.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_48.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_45percent/graph_49.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_15.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_45percent/graph_12.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_21.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_30percent/graph_40.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_12.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_20percent/graph_30.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_17.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_40percent/graph_46.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_25.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_45percent/graph_5.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_39.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_45percent/graph_46.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_46.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_40percent/graph_35.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_50.edgelist: MIS size = 16
Processed generated_graphs/nodes_70/removal_25percent/graph_1.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_40.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_35percent/graph_47.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_42.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_35percent/graph_18.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_2.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_35percent/graph_39.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_10.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_45percent/graph_7.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_20.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_20percent/graph_22.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_80percent/graph_16.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_35percent/graph_26.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_27.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_35percent/graph_11.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_49.edgelist: MIS size = 19
Processed generated_graphs/nodes_70/removal_30percent/graph_32.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_18.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_15percent/graph_9.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_55percent/graph_11.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_80percent/graph_34.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_35percent/graph_2.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_37.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_40percent/graph_37.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_9.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_25percent/graph_35.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_6.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_25percent/graph_49.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_32.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_35percent/graph_50.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_38.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_35percent/graph_5.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_8.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_40percent/graph_49.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_45.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_45percent/graph_28.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_13.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_15percent/graph_29.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_49.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_7.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_45percent/graph_22.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_47.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_15percent/graph_3.edgelist: MIS size = 4
Processed generated_graphs/nodes_70/removal_50percent/graph_47.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_33.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_20percent/graph_10.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_80percent/graph_31.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_35percent/graph_35.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_80percent/graph_5.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_45percent/graph_44.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_3.edgelist: MIS size = 18
Processed generated_graphs/nodes_70/removal_35percent/graph_46.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_80percent/graph_24.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_40percent/graph_34.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_8.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_45percent/graph_16.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_80percent/graph_41.edgelist: MIS size = 17
Processed generated_graphs/nodes_70/removal_40percent/graph_45.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_47.edgelist: MIS size = 22
Processed generated_graphs/nodes_70/removal_35percent/graph_16.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_85percent/graph_10.edgelist: MIS size = 19
Processed generated_graphs/nodes_70/removal_35percent/graph_43.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_55percent/graph_22.edgelist: MIS size = 9
Processed generated_graphs/nodes_70/removal_85percent/graph_2.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_40percent/graph_31.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_23.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_30percent/graph_27.edgelist: MIS size = 5
Processed generated_graphs/nodes_70/removal_85percent/graph_22.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_40percent/graph_20.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_35.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_45percent/graph_6.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_34.edgelist: MIS size = 19
Processed generated_graphs/nodes_70/removal_45percent/graph_1.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_45.edgelist: MIS size = 19
Processed generated_graphs/nodes_70/removal_40percent/graph_25.edgelist: MIS size = 7
Processed generated_graphs/nodes_70/removal_85percent/graph_20.edgelist: MIS size = 21
Processed generated_graphs/nodes_70/removal_50percent/graph_21.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_7.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_35percent/graph_10.edgelist: MIS size = 6
Processed generated_graphs/nodes_70/removal_55percent/graph_21.edgelist: MIS size = 10
Processed generated_graphs/nodes_70/removal_85percent/graph_39.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_50percent/graph_41.edgelist: MIS size = 8
Processed generated_graphs/nodes_70/removal_85percent/graph_32.edgelist: MIS size = 20
Processed generated_graphs/nodes_70/removal_45percent/graph_43.edgelist: MIS size = 8
